# C++ common E2E scenarios that do not yet have complete process-level evidence.
# config-directory<TAB>scenario-id<TAB>classification-evidence
InstanceSpot	IS-E2E-01	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-04	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-06	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-07	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-08	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-10	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-11	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-12	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-13	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-14	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-15	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-16	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-18	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-19	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-20	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-21	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-22	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-23	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-24	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-25	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-26	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-27	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-28	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-29	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-30	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-31	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-32	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-33	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-34	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-35	selector-placeholder-only:no-feature
InstanceSpot	IS-E2E-36	selector-placeholder-only:no-feature
